,52W High,52W Low,52W Range,ATR,Avg Volume,Beta,Book\/sh,Cash\/sh,Change,Current Ratio,Date,Debt\/Eq,Dividend,Dividend %,EPS (ttm),EPS Next Y Perc,EPS Q\/Q,EPS next 5Y,EPS next Q,EPS next Y,EPS past 5Y,EPS this Y,Earnings,Employees,Forward P\/E,Gross Margin,Income,Index,Industry,Insider Own,Insider Trans,Inst Own,Inst Trans,LT Debt\/Eq,Market Cap,Oper. Margin,Optionable,PEG,P\/B,P\/C,P\/E,P\/FCF,P\/S,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Prev Close,Price,Profit Margin,Quick Ratio,ROA,ROE,ROI,RSI (14),Recom,Rel Volume,SMA20,SMA200,SMA50,Sales,Sales Q\/Q,Sales past 5Y,Sector,Short Float,Short Ratio,Shortable,Shs Float,Shs Outstand,Target Price,Ticker,Volatility,Volume,_id,_rev,Day 1,Day 2,Day 3,Day 4,Day 5
GLYC_11-27-2017,-16.29%,271.20%,3.82 - 16.94,0.75,503.80K,3.09,3.32,3.32,0.1192,17.40,11-27-2017,0.00,-,-,-1.24,24.10%,28.70%,-,-0.26,-0.85,21.80%,-122.80%,Nov 08 BMO,42,-,-,-32.40M,-,Biotechnology,0.50%,-2.30%,87.50%,-1.59%,0.00,482.26M,-,Yes,-,4.27,4.27,-,-,26068.21,-,5.66%,32.90%,20.48%,15.57%,132.46%,114.85%,12.67,14.18,-,17.40,-40.80%,-44.40%,-,69.24,1.60,4.03,20.05%,46.17%,15.14%,0.02M,-,-,Healthcare,10.67%,7.14,Yes,33.72M,34.01M,19.50,GLYC,6.67% 6.67%,2031961,GLYC_11-27-2017,1-eb840ebd7120ee6e2142410f0dbacaa3,,,,,
GME_11-22-2017,-33.92%,11.92%,15.85 - 26.84,0.58,2.77M,1.30,22.80,2.61,0.0604,1.30,11-22-2017,0.00,1.52,9.09%,3.32,0.67%,-18.20%,12.00%,0.43,3.33,7.10%,-9.90%,Nov 21 AMC,23000,5.02,34.80%,340.70M,-,Electronics Stores,0.30%,0.00%,95.00%,-0.99%,0.35,1.68B,6.10%,Yes,0.42,0.73,6.41,5.03,4.39,0.19,45.00%,-26.33%,-17.50%,-22.11%,3.34%,-33.77%,-28.69%,16.73,17.74,3.90%,0.50,7.00%,15.20%,13.20%,48.65,2.60,13.94,0.99%,-17.96%,-7.18%,8.74B,3.40%,-2.10%,Services,27.96%,9.98,Yes,98.80M,100.50M,22.05,GME,3.50% 3.55%,2963190,GME_11-22-2017,1-af3014755dd340af7c5d6d3940543b8b,-0.018038331454340306,0.024239007891770248,,,
GNC_11-08-2017,-63.39%,-8.32%,6.19 - 15.50,0.39,2.29M,0.84,-0.36,0.58,-0.0992,2.40,11-08-2017,-,-,-,-5.46,-10.01%,-33.90%,-,0.21,1.16,-39.70%,-258.30%,Oct 26 BMO,6500,5.43,32.20%,-372.50M,-,Drug Stores,1.58%,41.96%,68.50%,-2.75%,-,436.02M,-12.80%,Yes,-,-,10.87,-,3.52,0.18,-,-6.80%,-20.55%,-34.38%,-7.89%,-42.93%,-51.91%,6.30,5.68,-15.10%,0.70,-18.40%,620.30%,-16.90%,24.34,3.30,6.87,-23.91%,-30.07%,-31.41%,2.47B,-2.90%,4.20%,Services,34.83%,10.35,Yes,67.91M,69.21M,9.28,GNC,5.18% 5.08%,1206149,GNC_11-08-2017,1-b8e48e680702c875cfcd925cfa5674fb,0.05633802816901423,0.029929577464788748,0.052816901408450745,0.040492957746478986,0.08978873239436624
GNMK_11-03-2017,-69.20%,-40.96%,7.13 - 13.67,0.31,391.01K,0.84,1.94,1.91,-0.4201,3.60,11-03-2017,0.37,-,-,-1.22,35.50%,-24.30%,-,-0.26,-0.69,4.50%,-14.60%,Nov 02 AMC,308,-,51.70%,-56.60M,-,Medical Appliances & Equipment,3.10%,-4.74%,-,1.72%,0.16,404.75M,-,Yes,-,3.74,3.80,-,-,8.00,-,-44.37%,-24.06%,-34.24%,-6.08%,-40.69%,-30.06%,7.26,4.21,-,3.40,-60.30%,-109.90%,-84.60%,9.63,1.50,27.88,-48.79%,-62.76%,-53.16%,50.60M,-0.80%,58.00%,Healthcare,18.14%,24.48,Yes,52.77M,55.75M,14.36,GNMK,4.36% 3.96%,810689,GNMK_11-03-2017,1-07058ff8fd7907a1d25d1138b10ce5cc,0.0071258907363420665,0.0071258907363420665,0.1757719714964372,,
GOGL_11-06-2017,-19.50%,126.27%,3.54 - 9.95,0.23,244.71K,2.35,11.31,-,0.053899999999999997,4.10,11-06-2017,0.95,-,-,-0.40,266.70%,73.30%,-0.20%,-0.06,0.35,-17.50%,81.60%,Nov 21 BMO,29,21.78,34.80%,-50.10M,-,Shipping,5.60%,0.00%,26.80%,55.89%,0.95,1.09B,-4.50%,Yes,-,0.67,-,-,10.50,3.22,-,13.10%,-10.06%,-5.24%,-9.63%,61.36%,109.94%,7.60,8.01,-14.80%,-,-2.00%,-3.90%,-3.50%,41.60,1.90,5.95,-2.84%,9.40%,-6.76%,338.70M,79.30%,36.00%,Services,1.36%,5.19,Yes,93.15M,143.64M,9.87,GOGL,2.38% 2.02%,111737,GOGL_11-06-2017,1-46a4306db08db43e852a0567ba5b9d03,0.019975031210986316,-0.009987515605493158,-0.028714107365792718,-0.059925093632958726,-0.11610486891385763
GOLD_11-02-2017,-14.58%,36.96%,67.54 - 108.29,1.54,489.10K,-0.06,38.00,-,-0.0579,4.80,11-02-2017,0.00,1.00,1.02%,3.13,21.77%,70.60%,2.90%,0.71,4.06,-8.90%,30.20%,Nov 09 BMO,2915,24.21,47.00%,297.90M,-,Gold,3.90%,0.00%,38.30%,1.09%,0.00,9.24B,39.20%,Yes,10.80,2.58,-,31.33,28.19,7.05,20.80%,15.48%,0.61%,3.25%,1.03%,28.62%,9.27%,98.19,92.50,22.70%,4.20,7.30%,8.50%,8.00%,31.97,1.80,7.27,-5.68%,-0.44%,-7.31%,1.31B,21.70%,4.40%,Basic Materials,1.61%,3.05,Yes,92.55M,94.06M,111.12,GOLD,1.39% 1.27%,264279,GOLD_11-02-2017,1-8e4e2536ccb9efd15e0001726f8e3dc2,-0.009945945945946,-0.01416216216216215,-0.008972972972972948,-0.018918918918918948,-0.024324324324324298
GOLF_11-13-2017,-22.23%,14.45%,15.16 - 22.31,0.45,321.45K,-,10.89,1.01,-0.0973,2.30,11-13-2017,0.57,0.48,2.50%,1.11,4.03%,133.10%,10.00%,0.15,1.27,26.50%,173.50%,Nov 08 BMO,5171,15.18,51.70%,83.10M,-,Sporting Goods Stores,0.20%,-93.79%,58.60%,3.58%,0.53,1.40B,9.50%,Yes,1.73,1.76,19.07,17.32,-,0.90,31.90%,-1.84%,8.40%,20.50%,6.25%,-2.49%,4.86%,19.22,17.35,5.40%,1.20,4.70%,10.70%,9.00%,41.62,2.00,3.19,-4.92%,-4.16%,-1.63%,1.55B,2.40%,3.30%,Services,23.82%,25.17,Yes,33.96M,72.62M,7.50,GOLF,3.16% 2.46%,78751,GOLF_11-13-2017,1-c9c3c9fce96b3fffcb435994cde3fec2,0.0,0.011527377521613813,0.04149855907780964,0.06051873198847235,0.08876080691642652
GOL_11-08-2017,-19.28%,248.35%,5.77 - 24.90,1.18,238.40K,1.94,-17.10,4.81,0.049100000000000005,0.40,11-08-2017,-,-,-,-1.62,608.30%,-287.50%,-,0.52,0.53,30.40%,116.60%,Nov 08 BMO,15360,35.88,23.20%,-128.50M,-,Regional Airlines,64.00%,0.00%,12.60%,3.30%,-,828.67M,7.10%,Yes,-,-,3.98,-,2.81,0.27,-,15.35%,-20.17%,15.49%,-9.54%,181.35%,56.15%,19.16,20.10,-4.20%,0.30,-5.00%,11.60%,16.90%,40.97,2.60,3.57,-10.51%,27.97%,-7.11%,3.04B,7.00%,5.50%,Services,2.30%,1.15,Yes,11.99M,43.25M,22.92,GOL,5.35% 4.44%,65365,GOL_11-08-2017,1-3df707ef04b93311ac11d9076ad1265f,0.060199004975124204,-0.018407960199005036,-0.032835820895522394,-0.052238805970149294,-0.022388059701492713
GOL_11-21-2017,-9.68%,289.77%,5.77 - 24.90,1.03,231.96K,1.96,-15.56,7.07,0.0629,0.40,11-21-2017,-,-,-,0.28,99.44%,-,-,0.20,0.71,30.40%,133.20%,Nov 08 BMO,15277,29.64,24.00%,-27.90M,-,Regional Airlines,64.00%,0.00%,16.90%,41.07%,-,823.12M,7.80%,Yes,-,-,2.99,74.51,1.83,0.26,0.00%,90.46%,-11.02%,32.66%,7.96%,210.72%,153.41%,21.16,22.49,-0.90%,0.40,-1.10%,2.50%,16.90%,57.43,2.40,3.85,6.82%,38.95%,2.92%,3.13B,13.20%,5.50%,Services,1.28%,0.66,Yes,11.99M,38.90M,24.67,GOL,3.51% 4.87%,68655,GOL_11-21-2017,1-df3cb564ee14260d82e7fca6d351e644,-0.6051578479324143,-0.6073810582481103,-0.5891507336594042,,
GOL_11-03-2017,-18.11%,253.38%,5.77 - 24.90,1.08,230.89K,1.96,-16.98,5.34,-0.0499,0.40,11-03-2017,-,-,-,-1.61,608.30%,-287.50%,-,0.46,0.61,30.40%,116.60%,Nov 08 BMO,15360,35.35,23.20%,-127.60M,-,Regional Airlines,64.00%,0.00%,12.60%,3.61%,-,831.15M,7.10%,Yes,-,-,4.02,-,2.84,0.27,-,27.36%,-5.96%,39.17%,-3.51%,215.12%,92.73%,21.46,20.39,-4.20%,0.30,-5.00%,11.60%,16.90%,38.01,2.60,2.26,-11.77%,31.16%,-4.96%,3.02B,7.00%,5.50%,Services,2.30%,1.19,Yes,11.99M,38.73M,22.92,GOL,4.62% 4.35%,38859,GOL_11-03-2017,1-cc3e1de927275fe698baf014dc1ae513,0.009808729769494873,-0.01422265816576751,0.04512015693967619,-0.03236880823933297,-0.04659146640510048
GPOR_11-02-2017,-56.02%,20.73%,10.90 - 29.92,0.48,3.53M,0.70,15.94,0.67,-0.0546,0.60,11-02-2017,0.62,-,-,-1.63,8.73%,121.40%,30.00%,0.33,1.51,-41.20%,35.10%,Nov 01 AMC,241,9.24,89.70%,-137.30M,-,Independent Oil & Gas,0.10%,0.00%,84.20%,-4.57%,0.62,2.46B,-5.20%,Yes,-,0.87,20.93,-,5.45,2.69,-,-7.45%,-3.53%,24.62%,4.04%,-35.67%,-41.88%,13.92,13.16,-15.00%,0.60,-3.10%,-5.70%,-23.50%,40.29,2.00,2.91,-6.35%,-14.10%,-3.22%,914.10M,138.70%,11.00%,Basic Materials,5.49%,2.37,Yes,152.10M,176.82M,20.08,GPOR,3.53% 3.34%,761598,GPOR_11-02-2017,1-b6d1eace45d0e5b66bf258118638f6fc,-0.00455927051671734,0.042553191489361764,0.050151975683890626,0.05167173252279622,0.04939209726443772
GPP_11-02-2017,-9.90%,11.79%,17.05 - 21.15,0.34,24.73K,-,-2.00,0.09,-0.0541,1.30,11-02-2017,-,1.84,9.13%,1.85,10.10%,-6.50%,15.00%,0.48,2.03,-,146.80%,Nov 01 AMC,-,9.94,-,58.70M,-,Oil & Gas Pipelines,0.40%,0.00%,45.60%,-,-,639.56M,59.00%,No,0.73,-,220.54,10.92,9.60,5.99,92.50%,5.77%,-0.74%,5.22%,-0.25%,1.77%,-2.89%,20.15,19.06,55.00%,1.30,64.00%,-91.90%,80.70%,36.05,1.30,1.54,-4.34%,-2.21%,-2.99%,106.80M,-1.60%,-,Basic Materials,0.08%,0.35,Yes,11.36M,31.74M,23.00,GPP,1.93% 1.66%,2837,GPP_11-02-2017,1-a64d9b06e7757ab67cd16794be525b50,0.0020986358866736943,0.023084994753410415,0.00734522560335793,0.0020986358866736943,-0.005771248688352548
GPRO_11-02-2017,-28.69%,30.65%,7.14 - 13.09,0.45,7.01M,0.68,2.30,1.05,-0.1251,1.70,11-02-2017,0.40,-,-,-2.57,902.50%,66.10%,-,0.02,0.40,-,102.80%,Nov 01 AMC,1552,26.61,37.30%,-361.50M,-,Photographic Equipment & Supplies,0.40%,-13.94%,34.50%,-0.49%,0.40,1.52B,-19.70%,Yes,-,4.64,10.16,-,-,1.17,-,29.18%,-3.79%,29.18%,10.91%,22.50%,-14.50%,10.67,9.34,-27.90%,1.10,-44.30%,-88.50%,-93.30%,44.51,3.10,5.26,-3.80%,3.07%,-7.62%,1.30B,34.30%,38.30%,Consumer Goods,40.50%,4.38,Yes,75.78M,142.68M,10.61,GPRO,4.08% 4.44%,2741251,GPRO_11-02-2017,1-923fafb375235217df4a45d4414107b2,0.01605995717344766,-0.04068522483940029,-0.05995717344753748,-0.0813704496788008,-0.07922912205567456
GPS_11-17-2017,-3.84%,40.63%,21.02 - 30.74,0.86,5.83M,0.86,7.46,4.24,0.0757,1.80,11-17-2017,0.42,0.92,3.35%,2.10,2.87%,118.40%,6.90%,0.54,2.12,1.60%,-24.10%,Nov 16 AMC,135000,12.98,37.20%,838.00M,S&P 500,Apparel Stores,5.40%,-3.21%,59.60%,1.06%,0.42,10.43B,9.00%,Yes,1.89,3.68,6.48,13.06,18.10,0.67,43.70%,23.34%,3.08%,21.32%,4.29%,22.46%,-9.69%,27.48,29.56,5.40%,0.90,10.90%,29.30%,17.60%,71.33,2.90,7.66,11.10%,19.83%,7.38%,15.47B,-1.40%,1.30%,Services,11.87%,5.00,Yes,245.60M,379.49M,26.32,GPS,4.14% 2.93%,3426910,GPS_11-17-2017,1-979a61d5e03a4974bbdd2d92de919272,0.0006765899864682456,0.006765899864682012,0.008119079837618504,0.0027063599458727605,0.014884979702300516
GSAT_11-24-2017,-38.22%,118.10%,0.73 - 2.59,0.08,3.74M,2.54,0.17,0.01,0.0596,0.30,11-24-2017,2.85,-,-,-0.17,50.00%,-,15.00%,-0.02,-0.07,7.50%,-312.00%,Nov 09 AMC,344,-,57.70%,-183.70M,-,Wireless Communications,0.10%,-,29.20%,3.08%,2.37,2.00B,-56.90%,Yes,-,9.41,123.59,-,139.04,18.61,-,-26.27%,1.27%,-20.40%,-0.62%,1.27%,93.56%,1.51,1.60,-,0.20,-16.40%,-121.30%,-7.70%,49.16,2.00,1.25,-0.40%,-11.75%,-2.79%,107.60M,19.60%,5.90%,Technology,12.85%,20.85,Yes,606.95M,1.25B,2.50,GSAT,6.36% 5.32%,4679495,GSAT_11-24-2017,1-70cda6fd08fab862884f3bd39dd563e6,-0.006249999999999978,,,,
GSM_11-03-2017,-9.22%,75.18%,8.54 - 16.48,0.44,700.85K,-,5.27,1.13,-0.0562,2.50,11-03-2017,0.68,0.32,2.02%,-1.58,1129.27%,106.80%,20.00%,0.03,1.01,-26.60%,-351.70%,Nov 28 BMO,4018,15.72,35.70%,-271.10M,-,Industrial Metals & Minerals,77.13%,0.00%,41.10%,3.43%,0.65,2.63B,-,Yes,-,3.01,14.05,-,-,1.69,-,77.89%,17.15%,24.31%,0.13%,46.35%,79.30%,15.85,14.96,-,1.40,-,-,-25.60%,50.68,1.60,2.50,-0.91%,27.36%,6.57%,1.56B,7.00%,-2.60%,Basic Materials,2.68%,2.70,Yes,70.69M,166.07M,18.19,GSM,3.00% 2.87%,130446,GSM_11-03-2017,1-f588219d0325e14109e6c7d602deb607,0.0053475935828875,0.014037433155080103,0.022727272727272707,0.013368983957219305,-0.010026737967914423
GSUM_11-27-2017,-34.39%,49.56%,6.76 - 15.41,0.64,168.51K,-,3.87,0.93,-0.0665,2.40,11-27-2017,0.22,-,-,-1.44,360.00%,45.80%,-,-0.08,0.66,-,-82.40%,Nov 28 AMC,929,15.44,86.40%,-20.90M,-,Application Software,16.14%,-,30.50%,-6.62%,0.00,301.99M,-,No,-,2.61,10.82,-,-,4.19,-,-16.45%,30.28%,7.90%,8.94%,-0.79%,-33.27%,10.83,10.11,-,2.40,-,-,-7.40%,59.80,1.50,2.80,12.77%,-1.34%,8.58%,72.00M,-57.20%,-,Technology,2.16%,3.77,Yes,29.44M,29.87M,18.56,GSUM,7.48% 7.47%,471331,GSUM_11-27-2017,1-2dd96dbd2ec20dc6df15f7b50fd0810c,,,,,
GSM_11-22-2017,-0.67%,91.69%,8.54 - 16.48,0.49,677.22K,-,5.27,1.11,0.059500000000000004,2.50,11-22-2017,0.68,0.32,2.07%,-1.58,1160.00%,106.80%,20.00%,0.03,1.01,-26.60%,-351.70%,Nov 20,4018,15.33,35.70%,-271.10M,-,Industrial Metals & Minerals,56.97%,0.00%,40.10%,0.89%,0.65,2.61B,-,Yes,-,2.93,13.94,-,-,1.68,-,50.00%,2.52%,11.63%,5.46%,42.66%,35.76%,15.45,16.37,-,1.40,-,-,-25.60%,68.84,1.60,3.06,6.50%,36.23%,13.22%,1.56B,7.00%,-2.60%,Basic Materials,2.68%,2.80,Yes,70.69M,168.99M,18.19,GSM,2.74% 3.27%,159162,GSM_11-22-2017,1-d0cc094e1fe0b6b7d04135d0d95d306e,-0.006108735491753281,-0.024434941967012902,,,
GTE_11-27-2017,-34.29%,6.22%,1.93 - 3.12,0.07,1.24M,0.55,2.49,-,-0.0553,0.80,11-27-2017,0.00,-,-,-0.32,262.16%,101.10%,10.00%,0.03,0.13,-39.10%,-54.50%,Nov 02 AMC,387,15.30,66.40%,-118.30M,-,Independent Oil & Gas,0.10%,17.38%,77.20%,-2.25%,0.23,796.28M,-25.80%,Yes,-,0.82,-,-,8.06,2.06,-,-13.50%,0.99%,4.59%,-5.96%,-32.12%,-25.99%,2.17,2.05,-30.60%,0.80,-8.40%,-12.40%,-44.00%,39.15,1.90,1.47,-5.81%,-12.04%,-5.65%,386.20M,51.50%,-13.50%,Basic Materials,1.29%,3.82,Yes,367.18M,388.43M,3.36,GTE,2.53% 3.30%,1824578,GTE_11-27-2017,1-5dca7e21eb8e77e699647e0d9bfa06bd,,,,,
GTN_11-06-2017,-13.77%,105.71%,7.00 - 16.70,0.50,915.11K,3.24,7.97,0.59,-0.061900000000000004,3.30,11-06-2017,3.21,-,-,1.61,5.34%,300.90%,6.50%,0.22,1.70,93.60%,50.20%,Nov 06 BMO,3700,9.05,40.80%,116.70M,-,Broadcasting - TV,1.00%,0.00%,91.20%,-0.99%,3.20,1.10B,33.90%,Yes,1.47,1.93,25.94,9.55,6.12,1.26,0.00%,17.62%,-5.83%,12.45%,-0.32%,41.47%,88.34%,15.35,14.40,13.40%,3.30,4.20%,23.00%,7.10%,37.27,1.30,3.69,-6.91%,3.39%,-3.75%,872.30M,15.30%,21.50%,Services,4.31%,2.95,Yes,62.54M,71.64M,18.57,GTN,2.63% 2.98%,259562,GTN_11-06-2017,1-1eb5f5d78196338c8510468759302c4c,0.0277777777777779,0.03125,0.04861111111111116,0.050694444444444375,0.03472222222222232
GTT_11-02-2017,-5.74%,65.87%,20.80 - 36.60,0.63,291.52K,1.29,5.37,3.18,-0.0496,1.70,11-02-2017,5.05,-,-,-0.20,209.30%,541.30%,25.00%,-0.02,0.47,59.50%,-74.00%,Nov 02 BMO,879,76.74,49.10%,-8.20M,-,Diversified Communication Services,23.00%,-1.39%,64.90%,0.73%,5.01,1.49B,4.50%,Yes,-,6.76,11.41,-,38.74,2.34,-,27.37%,10.67%,17.29%,4.61%,26.26%,68.06%,36.30,34.50,-1.30%,1.70,-0.70%,-4.70%,4.10%,55.93,1.70,3.14,1.66%,16.21%,7.31%,636.90M,44.50%,41.70%,Technology,9.84%,10.47,Yes,31.01M,41.09M,38.22,GTT,1.99% 1.74%,68145,GTT_11-02-2017,1-034bf2bcd16d78b6c1887220bc46b02e,0.011594202898550732,0.030434782608695476,0.062318840579710155,0.06811594202898563,0.07536231884057965
GWPH_11-21-2017,-9.35%,33.99%,92.65 - 136.95,2.95,328.69K,2.66,16.46,14.56,0.0816,10.40,11-21-2017,0.02,-,-,-5.62,-22.40%,-185.80%,-,-1.67,-7.54,-68.60%,-30.20%,Dec 04 AMC,496,-,57.60%,-141.50M,-,Drug Manufacturers - Major,-,-,83.70%,8.65%,0.02,2.95B,-,Yes,-,6.97,7.88,-,-,289.63,-,6.47%,6.63%,15.21%,2.12%,2.70%,-3.28%,114.77,124.14,-,10.20,-25.80%,-29.50%,-15.90%,70.98,2.30,12.34,12.19%,11.54%,13.22%,10.20M,4.30%,-19.00%,Healthcare,16.45%,10.50,Yes,20.98M,25.74M,147.88,GWPH,2.91% 2.85%,311516,GWPH_11-21-2017,1-f3ec411e714eb65379873a3e95a0b7a6,0.01723860157886259,0.03230223940712107,0.01151925245690344,,
HABT_11-02-2017,-52.78%,-20.81%,11.77 - 19.75,0.41,439.00K,-,6.04,1.73,-0.24489999999999998,1.80,11-02-2017,0.09,-,-,0.26,13.48%,-23.50%,20.00%,0.03,0.26,23.50%,22.20%,Nov 01 AMC,4707,47.32,70.00%,5.00M,-,Restaurants,0.10%,3.98%,-,5.79%,0.09,322.71M,4.00%,Yes,2.42,2.04,7.12,48.43,-,1.05,0.00%,-35.68%,-6.44%,-7.66%,2.92%,-28.41%,-13.33%,12.35,9.32,1.60%,1.70,1.50%,4.30%,8.00%,18.42,2.00,14.17,-26.08%,-39.64%,-27.34%,307.70M,17.20%,36.80%,Services,23.08%,7.53,Yes,14.33M,26.13M,17.25,HABT,2.91% 3.19%,462721,HABT_11-02-2017,1-3c57a600795071ffa1d4781b250cf7ca,,,,,
HALO_11-08-2017,-0.43%,112.63%,8.63 - 18.43,0.54,1.34M,2.12,0.43,2.09,0.0897,4.10,11-08-2017,3.63,-,-,-0.93,-464.30%,-9.30%,55.00%,-0.10,-0.79,-33.10%,-216.50%,Nov 07 AMC,259,-,75.80%,-120.00M,-,Biotechnology,3.00%,0.00%,86.00%,-1.14%,2.84,2.40B,-73.20%,Yes,-,39.16,8.05,-,-,17.85,-,23.55%,0.54%,33.12%,-5.02%,70.45%,89.85%,16.84,18.35,-89.40%,3.90,-43.00%,-,-45.80%,66.57,2.30,5.26,5.78%,32.53%,13.05%,134.20M,1.50%,21.20%,Healthcare,11.11%,10.22,Yes,122.96M,142.26M,19.10,HALO,3.69% 3.30%,540771,HALO_11-08-2017,1-0352fa465287a4e6be819ce6a6123e4c,0.013079019073569453,-0.006539509536784838,0.00708446866485013,-0.010899182561308063,0.004359673024523003
HASI_11-02-2017,-9.30%,27.25%,18.02 - 25.28,0.43,286.79K,0.98,13.04,0.79,-0.051699999999999996,-,11-02-2017,1.99,1.32,5.46%,0.53,11.20%,161.20%,9.00%,0.33,1.47,27.04%,49.20%,Nov 01 AMC,40,16.45,42.70%,25.40M,-,REIT - Diversified,2.60%,-1.39%,76.30%,-0.88%,1.99,1.27B,30.40%,Yes,5.04,1.85,30.44,45.37,-,13.96,236.20%,10.87%,-0.94%,2.37%,0.04%,27.33%,9.31%,24.18,22.93,27.90%,-,1.30%,4.30%,1.00%,34.31,1.80,3.63,-5.77%,4.12%,-4.53%,90.90M,29.80%,62.40%,Financial,6.08%,11.01,Yes,51.89M,52.49M,27.33,HASI,1.87% 1.71%,77486,HASI_11-02-2017,1-4c94461fa0cf5d85d37523e35d129064,0.013083296990841653,0.05538595726122986,0.024858264282599185,0.027911033580462208,0.022241604884430943
HAS_11-13-2017,-16.50%,25.69%,77.20 - 116.20,2.03,1.51M,0.89,15.63,10.26,0.061,2.50,11-13-2017,0.96,2.28,2.49%,4.69,4.90%,3.00%,9.43%,1.86,5.24,9.00%,21.80%,Oct 23 BMO,5400,17.44,60.40%,594.60M,S&P 500,Toys & Games,0.60%,-66.50%,85.20%,2.61%,0.87,11.09B,15.20%,Yes,2.07,5.85,8.91,19.50,31.00,2.12,45.40%,-9.71%,-5.33%,-6.91%,0.84%,17.56%,9.00%,91.45,97.03,11.30%,2.10,11.80%,31.70%,17.50%,59.02,2.20,7.76,4.15%,-2.75%,2.29%,5.24B,6.60%,3.20%,Consumer Goods,5.10%,3.84,Yes,113.80M,121.31M,105.67,HAS,2.11% 2.10%,901390,HAS_11-13-2017,1-a2eb8c4147d283fee881d2942f9e6927,-0.0015459136349583735,-0.029372359064206877,-0.02421931361434604,-0.0042254972688858805,-0.011542821807688397
HBI_11-02-2017,-20.04%,10.15%,18.91 - 26.05,0.58,4.43M,0.75,2.95,1.22,-0.0536,2.00,11-02-2017,3.92,0.60,2.73%,1.52,8.42%,39.70%,10.07%,0.60,2.15,18.00%,31.40%,Nov 01 AMC,67800,10.23,38.80%,573.80M,S&P 500,Textile - Apparel Clothing,0.50%,-9.01%,97.60%,0.71%,3.52,8.13B,12.30%,Yes,1.44,7.46,18.08,14.46,16.14,1.28,33.90%,5.41%,-7.75%,-7.68%,-3.38%,2.04%,-11.82%,22.01,20.83,9.00%,0.90,8.00%,51.60%,14.90%,20.79,2.30,6.27,-10.12%,-6.92%,-13.45%,6.36B,11.80%,6.30%,Consumer Goods,16.43%,13.37,Yes,360.87M,369.33M,26.57,HBI,2.25% 2.25%,2067796,HBI_11-02-2017,1-bdab33db219f9848262015d392fc438e,-0.048487758041286466,-0.07057129140662499,-0.07873259721555437,-0.05712914066250585,-0.08689390302448385
HCI_11-03-2017,-31.26%,37.29%,25.50 - 50.93,0.97,159.16K,2.30,28.04,29.41,-0.051500000000000004,-,11-03-2017,0.98,1.40,3.79%,3.35,471.34%,-32.80%,25.00%,-2.35,3.87,16.90%,-50.50%,Nov 02 AMC,328,9.54,-,35.30M,-,Property & Casualty Insurance,10.30%,0.15%,78.70%,0.53%,0.98,372.05M,26.10%,Yes,0.44,1.32,1.25,11.03,10.94,1.33,32.90%,-20.35%,-0.35%,-16.15%,-4.63%,-6.51%,39.18%,36.91,35.01,12.60%,-,4.80%,14.70%,10.50%,38.45,2.20,1.51,-7.94%,-18.80%,-6.38%,279.50M,-44.80%,23.20%,Financial,20.51%,10.25,Yes,7.96M,10.08M,46.75,HCI,2.76% 2.40%,17871,HCI_11-03-2017,1-3868036360e094a9d8846230767b0cf1,-0.08797486432447865,-0.09740074264495846,-0.07283633247643517,-0.06426735218508994,-0.08311910882604956
HCC_11-24-2017,-32.63%,36.03%,15.10 - 30.49,1.73,736.04K,-,17.33,4.76,-0.313,5.80,11-24-2017,0.00,0.20,0.97%,7.42,-60.06%,183.40%,7.00%,0.70,3.07,10.80%,64.10%,Nov 09 AMC,1130,6.70,45.80%,391.90M,-,Property & Casualty Insurance,0.60%,-5.58%,-,0.12%,0.00,1.09B,36.20%,Yes,0.40,1.19,4.32,2.77,11.55,1.00,1.30%,19.98%,-24.71%,-22.90%,-26.64%,14.11%,-,29.90,20.54,36.20%,5.40,39.70%,50.10%,-13.30%,28.25,3.00,2.93,-24.50%,-5.50%,-19.49%,1.08B,44.60%,-,Financial,6.03%,4.33,Yes,52.88M,52.88M,65.00,HCC,4.53% 3.68%,2154982,HCC_11-24-2017,1-d4394043a0f08fa61b73e7e4c211eecc,-0.007789678675754641,,,,
HFC_11-01-2017,4.22%,72.34%,22.63 - 37.42,0.85,2.90M,1.19,26.19,2.61,0.0555,1.90,11-01-2017,0.48,1.32,3.57%,0.79,41.67%,114.70%,72.30%,0.90,2.49,-17.40%,-138.00%,Nov 01 BMO,2676,14.83,16.60%,138.60M,-,Oil & Gas Refining & Marketing,0.57%,0.00%,89.00%,0.27%,0.48,6.52B,2.50%,Yes,0.65,1.41,14.16,46.95,15.00,0.53,167.50%,35.95%,2.35%,21.19%,1.51%,12.79%,48.10%,36.95,39.00,1.10%,0.90,1.50%,3.00%,-1.90%,78.37,2.90,1.21,7.41%,32.92%,14.25%,12.34B,-26.90%,-7.40%,Basic Materials,7.36%,4.48,Yes,176.26M,176.45M,35.92,HFC,2.45% 2.26%,261294,HFC_11-01-2017,1-6face91548adc93bea1a4cc954b6c16d,0.033076923076923004,0.03743589743589748,0.04564102564102557,0.06461538461538474,0.07256410256410262
