,52W High,52W Low,ATR,Avg Volume,Beta,Book\/sh,Cash\/sh,Change,Current Ratio,Date,Debt\/Eq,Dividend,Dividend %,EPS (ttm),EPS Next Y Perc,EPS Q\/Q,EPS next 5Y,EPS next Q,EPS next Y,EPS past 5Y,EPS this Y,Earnings,Employees,Forward P\/E,Gross Margin,Income,Index,Industry,Insider Own,Insider Trans,Inst Own,Inst Trans,LT Debt\/Eq,Market Cap,Oper. Margin,Optionable,PEG,P\/B,P\/C,P\/E,P\/FCF,P\/S,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Prev Close,Price,Profit Margin,Quick Ratio,ROA,ROE,ROI,RSI (14),Recom,Rel Volume,SMA20,SMA200,SMA50,Sales,Sales Q\/Q,Sales past 5Y,Sector,Short Float,Short Ratio,Shortable,Shs Float,Shs Outstand,Target Price,Ticker,Volume,Week,Month,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7
HIBB_11-28-2017,43.4,9.4,1.09,770340,0.7,15.68,2.4,0.0678,3,11/28/2017,0,,,1.74,0.0303,-1.527,0.013,0.27,1.53,0.049,-0.068,Nov 17 BMO,3200,12.6,0.327,37400000,,Sporting Goods Stores,0.002,1.3829,0.95,-0.1214,0,424020000,0.091,Yes,8.55,1.23,8.03,11.11,8.69,0.45,0,-0.1681,0.4403,0.6151,-0.0077,-0.4826,-0.5223,18.08,19.3,0.057,0.6,0.117,0.163,0.182,71.29,3.2,1.38,0.294,-0.0486,0.3582,948.40M,-0.091,0.058,Services,0.1936,5.05,Yes,20070000,21970000,15.65,HIBB,1061933,0.0689,0.0616,0.025906736,0.033678756,,,,,
HIIQ_11-15-2017,37.38,8.3,1.54,1220000,0.59,7.07,2.62,-0.0536,,11/15/2017,0,,,1.22,0.159,0.214,0.1038,0.35,1.87,0.5598,6.217,Nov 01 AMC,172,12.95,,13900000,,Health Care Plans,0.062,-0.2023,0.788,-0.0469,0,398670000,0.125,Yes,1.92,3.43,9.25,19.96,8.98,1.72,0,0.2095,0.1493,-0.293,0.0232,0.3585,1.3544,24.25,22.95,0.06,,0.093,0.2,0.474,53.16,1.9,1.23,0.0356,0.0473,0.0818,232.40M,0.373,0.439,Healthcare,0.4288,3.97,Yes,11260000,16440000,37.5,HIIQ,114715,0.0459,0.0723,0.039215686,0.032679739,0.0291939,0.052287582,0.034858388,0.058823529,0.050108932
HIMX_11-21-2017,12,4.88,0.55,6800000,0.69,5.02,0.86,0.05,2,11/21/2017,0.34,0.24,0.0204,0.06,0.705,-0.729,0.25,0.15,0.34,0.373,1.014,Nov 09 BMO,2125,34.57,0.228,8900000,,Semiconductor - Specialized,0.123,0,0.313,0.1699,0,2080000000,0.015,Yes,7.61,2.35,13.7,190.16,49.46,2.94,0,0.7545,0.2463,0.3583,0.1559,0.952,0.5213,11.79,12.38,0.013,1.6,0.012,0.02,0.08,70.57,2.5,3.6,0.1651,0.447,0.1947,707.50M,-0.096,0.049,Technology,0.203,4.44,Yes,148600000,176180000,11.04,HIMX,1878687,0.0591,0.0529,0.086429725,0.054927302,0.042003231,0.079159935,0.063812601,0.10904685,
HK_11-01-2017,11.29,3.68,0.35,2740000,4.04,5.1,0,0.0562,0.7,11/1/2017,0,,,6.29,0.4467,0.998,,0.05,0.22,0.091,0.991,Nov 09 AMC,245,30.32,0.771,598000000,,Oil & Gas Drilling & Exploration,0.011,-0.847,0.892,-0.0418,1.49,924750000,,Yes,,1.29,,1.05,3.79,1.89,0,-0.003,-0.0505,0.0545,0.0894,-0.2955,-0.2648,6.58,6.95,,,0.363,1.427,-0.251,60.15,2.1,1.37,0.107,0.0256,0.0969,488.40M,0.132,0.323,Basic Materials,0.0781,4,Yes,140540000,140540000,8.89,HK,279691,0.0635,0.0522,-0.031654676,-0.015827338,0.011510791,-0.024460432,-0.021582734,-0.038848921,0.010071942
HK_11-30-2017,10.3,3.68,0.37,2860000,4.04,7.91,6.73,0.0504,1.9,11/30/2017,0.7,,,4.01,3.3333,-0.447,,-0.03,0.17,0.091,0.991,Nov 09 AMC,245,41.95,0.775,552300000,,Oil & Gas Drilling & Exploration,0.009,-0.9098,0.957,0.0273,0.35,1040000000,,Yes,,0.9,1.05,1.77,6.24,2.16,0,0.1916,0.0775,0.1454,0.0216,-0.2409,-0.2545,6.75,7.09,,,0.299,0.817,-0.251,56.09,2.1,1.33,0.0321,0.0791,0.0731,482.90M,-0.054,0.323,Basic Materials,0.0507,2.59,Yes,146460000,147050000,9.67,HK,3807508,0.0497,0.0526,,,,,,,
HLG_11-08-2017,33.01,7.02,1.89,40570,,6.49,,0.0542,2,11/8/2017,0,,,0.99,,4.099,,,,0.138,0.684,,3240,,0.243,25400000,,Education & Training Services,,,,,0,795200000,0.189,No,,4.8,,31.54,,6.15,0,2.6023,0.7321,2.1475,0.2134,3.2395,2.6233,31.16,32.85,0.197,2,0.12,0.175,0.146,94.45,,13.66,0.4362,1.7487,0.6023,129.20M,3.852,0.195,Services,0.0039,0.31,Yes,3200000,25520000,,HLG,42549,0.1193,0.0763,0.139117199,0.124809741,0.193302892,0.16499239,0.200913242,0.240487062,0.307458143
HLIT_11-20-2017,6.18,2.8,0.22,605730,1,2.71,0.63,0.0705,1.2,11/20/2017,0.59,,,-1.02,1.353,0.067,0.35,0,0.12,-0.1528,-4.2,Oct 30 AMC,1376,31.97,0.496,-81600000,,Communication Equipment,0.009,-0.0888,0.986,-0.0433,0.56,308800000,-0.214,Yes,,1.44,6.18,,,0.83,,-0.2571,0.322,0.1818,0.0263,-0.22,-0.1702,3.9,4.18,-0.22,1,-0.155,-0.336,-0.156,72.39,2.3,2.17,0.1728,-0.0852,0.2862,370.40M,-0.093,-0.037,Technology,0.1125,14.68,Yes,79050000,79180000,5.5,HLIT,100727,0.0604,0.0653,0.004784689,0.052631579,0.088516746,0.064593301,0.052631579,0.040669856,0.004784689
HLS_11-02-2017,49.71,36.97,1.03,788880,0.54,12.22,0.75,0.0974,1.4,11/2/2017,2.41,1,0.0221,2.59,0.0619,-0.025,0.0873,0.64,2.88,0.152,0.3,Oct 26 AMC,17187,15.73,0.962,255900000,,Specialized Health Services,0.008,-0.0562,0.952,0.0007,2.38,4310000000,0.171,Yes,2.01,3.71,60.57,17.52,8.43,1.14,0.33,-0.0414,-0.0143,0.0651,0.0027,0.0994,0.1549,45.34,49.76,0.068,1.4,0.054,0.306,0.127,67.83,2.3,2.82,0.0883,0.1211,0.0993,3.77B,0.069,0.127,Healthcare,0.0478,5.75,Yes,94980000,94980000,49.73,HLS,165198,0.0307,0.0217,-0.031551447,-0.035369775,-0.0164791,-0.012258842,-0.028938907,-0.023512862,-0.038987138
HMHC_11-02-2017,13.95,9.15,0.34,976000,0.67,5.85,0.64,0.0867,1.2,11/2/2017,1.07,,,-2.11,0.54,-0.64,0.05,0.59,-0.75,0.213,-1.375,Nov 02 BMO,4500,,0.427,-258500000,,Education & Training Services,0.001,1.2034,,-0.0004,1.06,1210000000,-0.212,Yes,,1.68,15.36,,12.53,0.87,,-0.2548,-0.1967,-0.1327,-0.0345,-0.0968,-0.2253,9.8,10.65,-0.186,0.8,-0.095,-0.302,-0.148,49.06,2.3,3.09,-0.0131,-0.0568,-0.0237,1.39B,0.003,0.012,Services,0.0636,8,Yes,122710000,123340000,13.36,HMHC,224050,0.0357,0.0332,-0.079812207,-0.084507042,-0.101408451,-0.131455399,-0.197183099,-0.227230047,-0.218779343
HMHC_11-03-2017,13.95,9.15,0.4,994860,0.67,5.85,0.64,-0.0531,1.2,11/3/2017,1.07,,,-2.11,0.54,-0.64,0.05,0.59,-0.75,0.213,-1.375,Nov 02 BMO,4500,,0.427,-258500000,,Education & Training Services,0.001,1.2034,,-0.0004,1.06,1280000000,-0.212,Yes,,1.77,16.22,,13.23,0.92,,-0.2038,-0.1339,-0.0961,-0.0048,-0.0461,-0.1653,10.35,9.8,-0.186,0.8,-0.095,-0.302,-0.148,36.51,2.3,1.39,-0.0849,-0.132,-0.1023,1.39B,0.003,0.012,Services,0.0636,7.85,Yes,122710000,123340000,13.36,HMHC,102950,0.0448,0.0361,-0.005102041,-0.023469388,-0.056122449,-0.12755102,-0.160204082,-0.151020408,-0.114285714
HMSY_11-03-2017,21.83,15.94,0.43,523990,0.95,6.83,0.62,-0.37,0.8,11/3/2017,0.42,,,0.37,0.1459,-0.35,0.1376,0.22,0.93,-0.046,0.559,Nov 03 BMO,2287,20.37,0.294,32500000,,Business Services,0.015,-0.0743,0.981,0.0022,0,1560000000,0.101,Yes,3.67,2.76,30.42,50.48,30.97,3.17,0,-0.0607,-0.0658,-0.0042,-0.0068,0.0396,-0.094,18.88,11.9,0.066,0.8,0.036,0.058,0.061,11.35,1.6,31.89,-0.3815,-0.3696,-0.3728,493.50M,0.097,0.061,Services,0.023,3.63,Yes,82670000,82830000,23,HMSY,1242374,0.0237,0.0209,0.297478992,0.313445378,0.328571429,0.313445378,0.322689076,0.302521008,0.346218487
HMTV_11-08-2017,13.2,10.75,0.26,133990,0.44,6.86,3.6,-0.0504,7.5,11/8/2017,0.75,,,0.45,0.1758,0.081,,0.12,0.54,0.204,0.357,Nov 14 BMO,294,22.24,0.709,18200000,,CATV Systems,0.018,-0.6159,0.598,0.0013,0.74,513370000,0.282,No,,1.73,3.3,26.74,20.45,3.64,0,0.0625,-0.0364,-0.0667,-0.0246,0.0625,0,11.9,11.3,0.129,7.5,0.034,0.067,0.062,19.94,1.5,1.27,-0.0753,-0.0503,-0.0946,140.90M,0.006,0.179,Services,0.048,6.58,Yes,18360000,43140000,16,HMTV,13090,0.0243,0.0193,-0.022123894,-0.013274336,-0.030973451,-0.050442478,-0.026548673,-0.026548673,-0.024778761
HOME_11-29-2017,26.4,12.3,0.75,213970,,9.3,0.16,0.0584,0.8,11/29/2017,0.87,,,0.53,0.252,0.238,0.2385,0.04,0.94,,6.921,Nov 29 AMC,3172,25.1,0.32,33000000,,REIT - Retail,0.001,0,,0.024,0.57,1430000000,0.086,Yes,1.87,2.53,144.9,44.64,,1.69,0,0.2405,0.1554,-0.0384,0.068,0.6111,0.8588,22.27,23.57,0.039,0.1,0.026,0.061,0.057,65.71,1.7,3.7,0.1008,0.1682,0.0772,849.10M,0.232,,Consumer Goods,0.0199,5.27,Yes,56580000,60860000,27.67,HOME,791365,0.0364,0.0333,0.172252864,,,,,,
HOME_11-30-2017,26.4,12.34,1.02,221590,,9.3,0.16,0.1723,0.8,11/30/2017,0.87,,,0.53,0.252,0.238,0.2385,0.04,0.94,,6.921,Nov 29 AMC,3172,29.42,0.32,33000000,,REIT - Retail,0.001,0,,0.024,0.57,1680000000,0.086,Yes,2.19,2.97,169.85,52.33,,1.98,0,0.4619,0.3478,0.1278,0.2424,0.8886,1.1452,23.57,27.63,0.039,0.1,0.026,0.061,0.057,80.48,1.7,9.96,0.2812,0.3668,0.2613,849.10M,0.232,,Consumer Goods,0.0199,5.08,Yes,56580000,60860000,27.67,HOME,2206864,0.0636,0.0394,,,,,,,
HPE_11-22-2017,15.12,12.69,0.3,13660000,,17.68,6.73,-0.0644,1.3,11/22/2017,0.57,0.3,0.0212,0.19,-0.1352,-0.896,-0.0884,0.28,1.2,,0.355,Nov 21 AMC,195000,11.81,0.329,318000000,S&P 500,USA,0.002,-0.6075,0.843,-0.0008,0.5,23170000000,0.053,Yes,,0.8,2.1,76.32,,0.65,2.768,-0.0374,-0.0091,0.0279,0.0641,0.05,0.0509,14.12,13.21,0.003,1.1,0.002,0.004,0.075,38.77,2.7,4.84,-0.0374,-0.0428,-0.0648,35.69B,0.025,-0.043,Diversified Computer Systems,0.0271,3.2,Yes,1610000000,1640000000,15.36,HPE,5077987,0.023,0.0199,0.008327025,0.019682059,0.050719152,0.057532173,0.056018168,,
HPQ_11-22-2017,22.68,14.4,0.36,10090000,1.84,-2.58,4.75,-0.061,1,11/22/2017,,0.53,0.0236,1.39,0.0817,-0.16,0.0629,0.44,1.79,-0.144,-0.245,Nov 21 AMC,49000,12.56,0.185,2380000000,S&P 500,Diversified Computer Systems,0.001,-0.6889,0.832,0.0137,,37760000000,0.065,Yes,2.57,,4.73,16.17,15.56,0.75,0.375,0.1815,0.0154,0.1909,0.0515,0.5135,0.4037,22.46,21.09,0.047,0.7,0.08,-0.571,0.839,45.53,2.1,5.78,-0.0205,0.1175,0.0092,50.64B,0.098,-0.176,Technology,0.0186,3.07,Yes,1670000000,1680000000,23.06,HPQ,4478087,0.0179,0.014,0.007112376,0.007586534,0.027027027,0.016121385,0.017069701,,
HRG_11-16-2017,20.17,14.07,0.39,987220,1.39,3.64,1.34,0.1003,,11/16/2017,8.27,,,-0.52,,-1.106,0.04,,,0.057,1.076,Nov 21 AMC,15922,,0.383,-103300000,,Conglomerates,0.0175,0,0.971,-0.0065,8.27,2830000000,0.107,Yes,,3.92,10.62,,5.53,0.57,0,-0.1856,-0.1257,-0.0917,-0.0481,-0.0835,-0.0563,14.26,15.69,0.07,,0.01,0.547,0.095,54.49,2,4.07,0.0135,-0.0943,0.0172,4.95B,-0.043,0.084,Conglomerates,0.0136,2.72,Yes,197070000,198210000,22,HRG,308834,0.0245,0.0254,0.015933716,0.014659018,0.031230083,0.068833652,0.075207138,0.073295092,0.087316762
HRI_11-08-2017,52.96,28.66,1.35,256850,,9.14,0.42,0.1224,0.9,11/8/2017,8.35,,,-2.72,1.065,-2.45,-0.046,0.15,0.14,-0.347,-1.177,Nov 08 BMO,4800,344.93,0.453,-77000000,,Rental & Leasing Services,0.004,1.023,,0.0077,8.29,1380000000,0.022,Yes,,5.28,114.81,,4.79,0.85,,0.0578,-0.0419,0.2465,-0.0035,0.2024,0.5364,48.29,54.2,-0.048,0.8,-0.022,-0.254,0.027,71.52,2.4,6.2,0.1187,0.2076,0.1443,1.61B,0.093,0.013,Services,0.0513,5.64,Yes,28200000,28530000,47.8,HRI,122289,0.0325,0.0266,0.002214022,-0.002767528,-0.013653137,-0.014391144,0.021771218,0.040221402,0.048523985
HRL_11-21-2017,37.97,29.75,0.52,2670000,0.58,8.99,1.21,0.0626,2.5,11/21/2017,0,0.68,0.0204,1.62,0.0448,-0.061,0.0162,0.4,1.63,0.135,0.294,Nov 21 BMO,19500,20.44,0.225,872500000,S&P 500,Meat Products,0.001,-0.2859,0.406,-0.0032,0.05,17530000000,0.142,Yes,12.78,3.72,27.68,20.67,51.36,1.88,0.382,-0.0514,0.0865,-0.0285,0.0293,-0.0405,-0.0613,33.4,35.49,0.094,1.4,0.136,0.189,0.191,80.83,2.8,4.92,0.1207,0.0569,0.1247,9.30B,-0.041,0.038,Consumer Goods,0.1184,11.9,Yes,267890000,524800000,32.8,HRL,1007611,0.0145,0.0164,-0.03465765,-0.030431107,-0.036911806,-0.025359256,0.014088476,0.027049873,
HRTG_11-28-2017,17.99,8.85,0.52,548080,1.44,11.66,14.4,0.0621,,11/28/2017,0.63,0.24,0.0129,0.01,2.0921,-1.898,,0.39,2.35,-0.2415,-0.625,Nov 01 AMC,308,7.93,,1100000,,Property & Casualty Insurance,0.083,0.0467,0.834,0.0929,0.63,455880000,0.057,Yes,,1.6,1.29,2070,6.95,1.14,,0.4623,0.1325,0.6214,0.0408,0.1889,0.2338,17.54,18.63,0.003,,0.001,0.003,0.079,74.34,2,2.3,0.1024,0.399,0.2125,400.80M,-0.069,,Financial,0.2656,10.07,Yes,20790000,24470000,18.6,HRTG,1258166,0.0301,0.0329,-0.034353194,-0.034889962,,,,,
HSC_11-08-2017,22,10.7,0.59,500870,3.17,1.79,0.72,-0.087,1.3,11/8/2017,4.45,,,-0.26,0.1953,1.645,0.2,0.16,0.77,-0.558,0.333,Nov 08 BMO,9400,27.06,0.23,-19900000,,Industrial Metals & Minerals,0.004,-0.0203,0.808,-0.0211,4.29,1680000000,0.059,Yes,,11.56,28.86,,16.76,1.12,,0.3529,-0.0096,0.2285,-0.0259,0.5221,0.9256,20.7,18.9,-0.014,0.9,-0.013,-0.134,0.028,35.07,1.8,2.91,-0.1101,0.1891,-0.0547,1.50B,0.068,-0.152,Basic Materials,0.0099,1.58,Yes,79650000,80990000,22,HSC,112093,0.0269,0.0267,-0.005291005,-0.079365079,-0.092592593,-0.128042328,-0.126984127,-0.121693122,-0.134920635
HSIC_11-06-2017,93.5,73.61,1.7,1500000,1.05,18.55,0.47,-0.0943,1.6,11/6/2017,0.48,,,3.42,0.102,0.174,0.0988,0.89,4.01,0.093,0.087,Nov 06 BMO,21000,19.37,0.277,549700000,S&P 500,Medical Equipment Wholesale,0.001,-0.1226,0.926,0.0032,0.28,12250000000,0.068,Yes,2.3,4.19,163.96,22.72,23.96,1.02,0,-0.1128,-0.0483,-0.1551,0.0142,0.0235,0.0092,77.64,70.32,0.046,0.9,0.081,0.193,0.138,25.8,2.2,7.14,-0.1268,-0.1827,-0.1439,11.97B,0.065,0.063,Services,0.0569,5.93,Yes,156090000,157750000,92.32,HSIC,821943,0.024,0.0202,0.008532423,-0.011945392,-0.057309443,-0.064419795,-0.049203641,-0.017491468,-0.015358362
HSKA_11-02-2017,115,55.44,2.26,66260,0.82,13.66,0.52,-0.1588,2.5,11/2/2017,0.04,,,1.95,0.0613,0.255,0.188,0.41,2.16,0.289,0.928,Nov 02 BMO,327,44.86,0.421,14700000,,Medical Laboratories & Research,0.034,-0.1184,0.799,-0.0016,0,694730000,0.133,No,2.65,7.1,187.77,49.76,97.85,5.05,0,0.0757,0.0849,-0.0015,0.0007,0.3552,0.6866,97.03,81.62,0.107,1.1,0.114,0.166,0.139,24.67,2.4,6.87,-0.1578,-0.1456,-0.143,137.70M,0.143,0.132,Healthcare,0.0203,2.01,Yes,6570000,7160000,109,HSKA,33837,0.0215,0.0213,0.004533203,0.065792698,0.051090419,0.054275913,0.035898064,0.041166381,0.04251409
HSNI_11-09-2017,42.75,30.9,1.01,376270,1.41,4.1,0.61,0.0589,1.6,11/9/2017,2.25,1.4,0.0393,2.23,0.1463,0.243,0.15,0.44,2.83,0.013,-0.29,Nov 08 BMO,6500,12.61,0.338,117700000,,"Specialty Retail, Other",0.002,0,0.598,0.0159,2.1,1880000000,0.058,Yes,1.07,8.7,58.13,15.99,17.58,0.54,0.623,-0.0152,-0.0326,-0.0326,-0.0506,0.0394,0.0579,35.65,37.75,0.034,0.7,0.094,0.608,0.191,51.92,2.8,1.99,0.0067,0.0348,-0.003,3.50B,-0.039,0.031,Services,0.0465,3.95,Yes,31910000,52670000,39.23,HSNI,53871,0.0348,0.0243,0.062251656,0.042384106,0.033112583,0.056953642,0.082119205,0.098013245,0.095364238
HSTM_11-24-2017,31.53,20.6,0.75,141780,0.93,9.27,3.86,-0.059,2,11/24/2017,0,,,0.18,0.2785,1.148,0.17,0.03,0.3,-0.167,-0.587,Oct 23 AMC,1010,76.27,0.567,5700000,,Healthcare Information Services,0.004,0,0.75,-0.02,0,739290000,0.034,Yes,7.64,2.49,5.99,129.83,19.25,3.03,0,-0.1767,0.0276,0.0109,-0.0367,-0.0774,-0.0778,24.56,23.11,0.024,2,0.014,0.02,0.011,44.73,2.2,0.91,-0.0262,-0.0702,-0.0232,243.60M,0.089,0.225,Technology,0.0214,3.85,Yes,25500000,31990000,28.1,HSTM,128770,0.023,0.0278,0.011683254,0.005192557,0.013414106,0.028991778,,,
HTGC_11-03-2017,15.68,11.64,0.17,423070,0.85,9.93,1.97,0.0602,,11/3/2017,0.92,1.24,0.0996,0.92,0.0981,0.268,0.05,0.29,1.29,-0.031,0.537,Nov 02 AMC,64,9.67,0.769,71500000,,Mortgage Investment,0.031,0,0.465,0.0011,0.92,1020000000,0.56,Yes,2.71,1.25,6.33,13.53,,5.42,1.347,-0.0423,-0.0174,-0.0258,0.0008,-0.1176,-0.0791,12.45,13.2,0.382,,0.047,0.09,0.07,68.9,2.2,5.85,0.0442,-0.0311,0.0539,187.40M,-0.412,0.17,Financial,0.0091,1.73,Yes,80150000,81550000,14.43,HTGC,183925,0.0167,0.012,0.009848485,0.038636364,0.046969697,0.017424242,0.014393939,0.016666667,0.031060606
HTHT_11-29-2017,142.8,45.61,6.17,426720,1.65,13.13,,-0.102,1.5,11/29/2017,0.63,,,2.04,0.3678,0.217,0.0675,0.98,3.93,0.444,0.715,Nov 28 AMC,10507,26.18,0.28,145500000,,Lodging,0.564,0,0.395,-0.0233,0.61,7340000000,0.163,Yes,7.47,7.83,,50.42,25.97,6.87,0,0.2993,-0.201,-0.0802,-0.1612,0.983,0.9762,114.48,102.8,0.136,1.5,0.086,0.172,0.102,27.29,1.9,3.34,-0.175,0.1209,-0.186,1.07B,0.201,0.238,Services,0.0098,1.38,Yes,60050000,71390000,139.09,HTHT,1424897,0.0617,0.0471,0.038035019,,,,,,
HUN_11-28-2017,32.59,18.18,0.79,3780000,2.9,8.85,1.84,0.0491,1.9,11/28/2017,1.36,0.5,0.0155,1.72,-0.1282,1.666,0.08,0.53,2.29,0.064,2.484,Oct 27 BMO,15000,14.13,0.2,418000000,,Chemicals - Major Diversified,0.022,-0.1934,0.78,-0.0134,1.35,7740000000,0.084,Yes,2.35,3.65,17.59,18.77,16.02,0.91,0.256,0.351,0.0396,0.2231,0.0511,0.6923,0.7342,30.78,32.29,0.055,1.5,0.049,0.286,0.102,66.88,1.7,1.52,0.0417,0.2422,0.0999,8.55B,0.185,-0.03,Basic Materials,0.042,2.23,Yes,200830000,239700000,37.1,HUN,5730238,0.0238,0.0252,-0.015174977,-0.010219882,,,,,
HVT_11-29-2017,27.23,21.05,0.67,78840,1.12,13.85,,0.0602,2.2,11/29/2017,0.19,0.6,0.0243,1.31,0.0717,-0.12,0.131,0.35,1.27,0.143,0.063,Oct 31 AMC,3656,19.41,0.545,29100000,,Home Furnishing Stores,0.0958,-0.0026,0.906,0.0177,0.18,524310000,0.059,Yes,1.44,1.78,,18.87,,0.63,0.371,-0.008,0.0271,0.0671,0.0534,0.0401,0.1205,23.25,24.65,0.035,1.2,0.063,0.101,0.091,54.38,3,1.29,0.0355,0.0273,0.0089,825.70M,-0.019,0.058,Services,0.0442,10.04,Yes,17920000,21270000,24,HVT,102038,0.0298,0.0266,-0.020283976,,,,,,
HWKN_11-27-2017,54.8,34.2,1.41,36830,0.73,21.28,,-0.0493,2.5,11/27/2017,0.5,0.88,0.0228,1.77,,-0.28,,,,0.005,0.238,Nov 08 AMC,659,,0.19,18800000,,Specialty Chemicals,0.028,-0.0043,0.606,0.0005,0.46,403620000,0.067,Yes,,1.81,,21.77,,0.82,0.236,-0.1772,-0.029,0.0768,0.0118,-0.2854,-0.1876,40.55,38.55,0.038,1.3,0.044,0.085,0.079,50.86,,0.85,0.0331,-0.1323,-0.0111,490.10M,0.034,0.071,Basic Materials,0.0078,2.04,Yes,9580000,10470000,40,HWKN,31142,0.0353,0.0408,0.018158236,0.018158236,-0.005188067,,,,
HYH_11-01-2017,46.63,31.99,0.83,342330,,24.77,3.31,0.1817,2,11/1/2017,0.5,,,1.04,0.0748,1.609,0.0521,0.46,2.1,-0.227,1.093,Nov 01 BMO,12000,20.1,0.355,49000000,,Medical Instruments & Supplies,0.004,0,0.927,0.0007,0.5,1970000000,0.058,Yes,7.8,1.7,12.73,40.65,16.44,1.23,0,0.1473,-0.0811,0.0113,-0.0496,0.1398,0.3029,42.15,49.81,0.031,1.1,0.023,0.044,0.043,72.15,2.6,18.64,0.1296,0.2333,0.1119,1.60B,-0.002,-0.008,Healthcare,0.0758,10.31,Yes,46530000,46760000,43,HYH,474563,0.024,0.0179,-0.077293716,-0.051997591,-0.059225055,-0.084721943,-0.090343305,-0.087733387,-0.085725758
HY_11-06-2017,93.9,51.46,3.07,67920,1.04,31.79,16.2,-0.0728,1.7,11/6/2017,0.57,1.21,0.0134,3.58,0.4199,0.966,0.15,0.91,5.14,-0.119,-0.43,Nov 03 BMO,6500,17.51,0.17,59000000,,Trucks & Other Vehicles,0.013,-0.043,0.725,0.01,0.44,1330000000,0.02,Yes,1.68,2.83,5.56,25.13,25.49,0.49,0.33,0.2503,0.1456,0.3957,0.1209,0.4115,0.7488,90.01,83.46,0.022,1.1,0.043,0.119,0.058,57.71,2.5,2.04,0.0364,0.2219,0.1006,2.72B,0.062,0.002,Consumer Goods,0.0313,2.56,Yes,5550000,14810000,77,HY,10664,0.0557,0.0335,-0.034028277,-0.043254254,-0.03498682,-0.041816439,-0.033549006,-0.034267913,-0.024323029
HZO_10-31-2017,23.65,13.8,0.5,311010,0.97,13.75,2.19,0.2796,1.5,10/31/2017,0.72,,,0.99,0.2791,0.003,0.3,0.11,1.14,0.304,-0.527,Oct 31 BMO,1422,13.32,0.248,24800000,,"Specialty Retail, Other",0.023,-0.0152,0.933,0.0118,0,407970000,0.044,Yes,0.51,1.11,6.93,15.31,,0.4,0,-0.2531,-0.0816,0.0201,-0.0925,-0.2145,-0.2124,15.2,19.45,0.024,0.3,0.04,0.077,0.059,69.51,1.7,11.75,0.1694,0.0388,0.2016,1.03B,-0.046,0.144,Services,0.1098,9.06,Yes,25660000,26840000,20.18,HZO,271777,0.0379,0.0283,-0.041131105,-0.020565553,-0.007712082,0.043701799,0.051413882,0.025706941,0.033419023
H_11-02-2017,63.58,49.57,0.73,801300,1.2,30.57,3.71,0.0662,1.3,11/2/2017,0.44,,,2,-0.0549,0.381,0.031,0.19,1.5,0.179,0.769,Nov 02 BMO,45000,41.91,0.222,260000000,,Lodging,0.007,-0.9796,0.843,0.0075,0.38,7630000000,0.069,Yes,10.15,2.05,16.91,31.46,24.6,1.67,0,0.0944,0.042,0.0475,0.0177,0.1368,0.2464,62.82,66.98,0.057,1.3,0.033,0.068,0.039,86.64,2.7,2.16,0.0825,0.1789,0.1027,4.56B,0.026,0.037,Services,0.0398,2.21,Yes,44510000,121400000,62.83,H,128625,0.0128,0.0107,-0.003881756,0.03418931,0.04210212,0.029113168,0.038668259,0.035234398,0.038668259
IAG_11-08-2017,7.25,3.16,0.2,5270000,-0.59,5.94,1.67,0.06,5.2,11/8/2017,0,,,1.07,0.5179,,0.03,0.01,0.09,-0.346,1.061,Nov 07 AMC,4881,67.65,0.133,500200000,,Gold,0.017,0,0.768,0.001,0.14,2670000000,0.533,Yes,1.79,0.97,3.44,5.38,7.7,2.5,0,0.4093,-0.0973,0.089,0.0474,0.4935,0.4484,5.75,6.09,0.468,4.2,0.138,0.212,0.001,56.7,2.4,2.5,0.0633,0.2137,-0.0148,1.07B,0.181,-0.1,Basic Materials,0.0076,0.67,Yes,463180000,464600000,7.68,IAG,1014466,0.0281,0.032,0.018062397,-0.037766831,-0.070607553,-0.047619048,-0.0591133,-0.055829228,-0.067323481
IBP_11-03-2017,70.25,30.75,1.63,152040,0.8,5.85,2.91,-0.0503,2.3,11/3/2017,1.91,,,1.3,0.2134,0.184,0.2429,0.63,2.72,-0.205,0.453,Nov 03 BMO,5292,24.71,0.294,41000000,,General Building Materials,0.027,-0.4711,0.708,-0.004,1.81,2120000000,0.075,Yes,2.13,11.48,23.06,51.69,57.04,2.13,0,0.2864,0.0331,0.144,0.0159,0.6259,1.0287,67.15,63.78,0.041,2,0.074,0.251,0.14,45.38,1.9,3.52,-0.0334,0.1983,0.029,997.20M,0.332,0.293,Industrial Goods,0.0289,4.02,Yes,21140000,31600000,67.33,IBP,39743,0.0243,0.019,0.014738162,-0.043116965,-0.055346504,-0.015365318,-0.010661649,0.045782377,0.067732832
